STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000004192,CID000087177,C0032285,neumonia
CID000004192,CID000087177,C0085649,edema extremities
CID000004192,CID000087177,C0006118,brain neoplasm
CID000004192,CID000087177,C0013604,edema
CID000004192,CID000087177,C0600327,toxic shock
CID000004192,CID000087177,C0020615,hypoglycaemia
CID000004192,CID000087177,C0002871,anaemia
CID000004192,CID000087177,C0750426,increased white blood cell count
CID000004192,CID000087177,C0243026,sepsis
CID000004192,CID000087177,C0085605,Hepatic failure
CID000004192,CID000087177,C0036572,convulsion
CID000004192,CID000087177,C0005687,distended bladder
CID000004192,CID000087177,C0017181,gastrointestinal bleed
CID000004192,CID000087177,C0034065,Embolism pulmonary
CID000004192,CID000087177,C0043246,laceration
CID000004192,CID000087177,C0012691,dislocation
CID000004192,CID000087177,C0003962,ascites
CID000004192,CID000087177,C0004238,AFIB
CID000004192,CID000087177,C0032227,Pleural Effusion
CID000004192,CID000087177,C0025222,black stools
CID000004192,CID000087177,C0041657,loss of consciousness
CID000004192,CID000087177,C0020488,hypernatraemia
CID000003957,CID000004509,C0017152,gastric inflammation
CID000003957,CID000004509,C0004604,Back Ache
CID000003957,CID000004509,C0001418,adenocarcinoma
CID000003957,CID000004509,C0014868,esophagitis
CID000003957,CID000004509,C0042029,Infection Urinary Tract
CID000003957,CID000004509,C0678222,Breast cancer
CID000003957,CID000004509,C0024121,lung neoplasms
CID000003957,CID000004509,C0043352,aptyalism
CID000003957,CID000004509,C0002871,anaemia
CID000003957,CID000004509,C0011649,dermoid cyst
CID000003957,CID000004509,C0851578,sleep disorder
CID000003957,CID000004509,C0435630,wrist fracture
CID000003957,CID000004509,C0017565,Bleeding gums
CID000003957,CID000004509,C0027719,nephrosclerosis
CID000003957,CID000004509,C0039070,Fainting
CID000003957,CID000004509,C0035078,kidney failure
CID000003957,CID000004509,C0034735,Raynauds phenomenon
CID000003957,CID000004509,C0032300,lobar pneumonia
CID000003957,CID000004509,C0022658,disorder Renal
CID000003957,CID000004509,C0020621,hypokalaemia
CID000003957,CID000004509,C0038454,apoplexy
CID000003957,CID000004509,C0032285,neumonia
CID000003957,CID000004509,C0007859,cervicalgia
CID000003957,CID000004509,C0011334,dental caries
CID000003957,CID000004509,C0020456,hyperglycaemia
CID000003957,CID000004509,C0497247,arterial pressure NOS increased
CID000003957,CID000004509,C0015672,Fatigue
CID000003957,CID000004509,C0013221,drug toxicity NOS
CID000003957,CID000004509,C0004093,asthenia
CID000003957,CID000004509,C0004096,asthma
CID000003957,CID000004509,C0006277,bronchitis
CID000003957,CID000004509,C0034065,Embolism pulmonary
CID000003957,CID000004509,C0029443,osteomyelitis
CID000003957,CID000004509,C0038379,Strabismus
CID000003957,CID000004509,C0085580,essential hypertension
CID000003957,CID000004509,C0020443,elevated cholesterol
CID000003957,CID000004509,C0019360,herpes zoster
CID000003957,CID000004509,C0022408,arthropathy
CID000003957,CID000004509,C0019163,hepatitis B
CID000003957,CID000004509,C0024115,Disorder Lung
CID000003957,CID000004509,C0004623,Bacterial infection
CID000003957,CID000004509,C0010692,Bladder inflammation
CID000003957,CID000004509,C0016169,fistula
CID000003957,CID000004509,C0043096,loss of weight
CID000003957,CID000004509,C0043094,weight gain
CID000003957,CID000004509,C0009806,constipated
CID000003957,CID000004509,C0030554,Paraesthesia
CID000003957,CID000004509,C0018808,cardiac murmur
CID000003957,CID000004509,C0398353,Hypoventilation
CID000003957,CID000004509,C0036421,Scleroderma
CID000003957,CID000004509,C0039685,tetralogy of Fallot
CID000003957,CID000004509,C0018801,cardiac failure
CID000003957,CID000004509,C0018802,Cardiac decompensation
CID000003957,CID000004509,C0023890,cirrhosis
CID000003957,CID000004509,C0012813,diverticulitis
CID000003957,CID000004509,C0022661,Chronic Kidney Disease
CID000003957,CID000004509,C0009938,bruise
CID000003957,CID000004509,C0021400,flu
CID000003957,CID000004509,C0018799,cardiac disease
CID000003957,CID000004509,C0039231,heart rate increased
CID000003957,CID000004509,C0018818,ventricular septal defect
CID000003957,CID000004509,C0034186,pyelonephritis
CID000003957,CID000004509,C0020461,Excess potassium
CID000003957,CID000004509,C0018817,atrial septal defect
CID000003957,CID000004509,C0011168,deglutition disorder
CID000003957,CID000004509,C0152021,congenital heart disease
CID000003957,CID000004509,C0013144,drowsiness
CID000003957,CID000004509,C0013362,dysarthria
CID000003957,CID000004509,C0031099,periodontitis
CID000003957,CID000004509,C0001339,acute pancreatitis
CID000003957,CID000004509,C1442903,bone spur
CID000003957,CID000004509,C0031090,periodontal disease
CID000003957,CID000004509,C0497327,amentia
CID000003957,CID000004509,C0033687,proteinuria
CID000003957,CID000004509,C0264906,atrioventricular block second degree
CID000003957,CID000004509,C0019080,Bleeding
CID000003957,CID000004509,C0520474,aseptic necrosis bone
CID000003957,CID000004509,C0011175,dehydration
CID000003957,CID000004509,C0042769,Infection Viral
CID000003957,CID000004509,C0000737,abdominal pain
CID000003957,CID000004509,C0242184,hypoxia
CID000003957,CID000004509,C0011860,Mod
CID000003957,CID000004509,C0750426,increased white blood cell count
CID000003957,CID000004509,C0036439,Scoliosis
CID000003957,CID000004509,C0003467,Anxiety
CID000003957,CID000004509,C0017168,acid reflux
CID000003957,CID000004509,C0442874,neuropathy
CID000003957,CID000004509,C0000833,abscess
CID000003957,CID000004509,C0041657,loss of consciousness
CID000003957,CID000004509,C0018524,Hallucination
CID000004595,CID000104865,C0013221,drug toxicity NOS
CID000004595,CID000104865,C0041834,erythema
CID000004595,CID000104865,C0038454,apoplexy
CID000004595,CID000104865,C0009806,constipated
CID000004595,CID000104865,C0005779,Clotting
CID000004595,CID000104865,C0032285,neumonia
CID000004595,CID000104865,C0595939,still birth
CID000004595,CID000104865,C0038002,enlarged spleen
CID000004595,CID000104865,C0043094,weight gain
CID000004595,CID000104865,C0016204,flatulence
CID000004595,CID000104865,C0014868,esophagitis
CID000004595,CID000104865,C0040034,thrombocytopenia
CID000004595,CID000104865,C0019158,hepatitis
CID000004595,CID000104865,C0042029,Infection Urinary Tract
CID000004595,CID000104865,C0020456,hyperglycaemia
CID000004595,CID000104865,C0027947,Neutropenia
CID000004595,CID000104865,C0023890,cirrhosis
CID000004595,CID000104865,C0013604,edema
CID000004595,CID000104865,C0016977,gall bladder
CID000004595,CID000104865,C0000731,abdominal distension
CID000004595,CID000104865,C0024299,lymphoma
CID000004595,CID000104865,C0000737,abdominal pain
CID000004595,CID000104865,C0013404,Difficulty breathing
CID000004595,CID000104865,C0002871,anaemia
CID000004595,CID000104865,C0086543,cataract
CID000004595,CID000104865,C0015672,Fatigue
CID000004595,CID000104865,C0011649,dermoid cyst
CID000004595,CID000104865,C0008350,cholelithiasis
CID000004595,CID000104865,C0149709,hepatitis B surface antigen positive
CID000004595,CID000104865,C0023798,lipoma
CID000004595,CID000104865,C0042963,emesis
CID000004595,CID000104865,C0243026,sepsis
CID000004595,CID000104865,C0008033,pleural pain
CID000004595,CID000104865,C0011991,diarrhea
CID000004595,CID000104865,C0019291,hernia hiatal
CID000004595,CID000104865,C0020541,portal hypertension
CID000004595,CID000104865,C0020598,Blood calcium decreased
CID000004595,CID000104865,C0015695,fatty liver
CID000004595,CID000104865,C0030312,bone marrow failure
CID000004595,CID000104865,C0030196,Extremity pain
CID000004595,CID000104865,C0235527,right heart failure
CID000004595,CID000104865,C0497156,Adenopathy
CID000004595,CID000104865,C0009319,colitis
CID000004595,CID000104865,C0080179,Spinal fracture
CID000004595,CID000104865,C0027497,nausea
CID000004595,CID000104865,C0003123,Anorexia
CID000004595,CID000104865,C0151970,esophageal ulcer
CID000004595,CID000104865,C0040822,tremor
CID000004595,CID000104865,C0003962,ascites
CID000004595,CID000104865,C0022658,disorder Renal
CID000004595,CID000104865,C0039070,Fainting
CID000004595,CID000104865,C0085584,encephalopathy
CID000004595,CID000104865,C0019193,hepatitis toxic
CID000004595,CID000104865,C0010692,Bladder inflammation
CID000004595,CID000104865,C0043096,loss of weight
CID000004595,CID000104865,C0009375,colon neoplasm
CID000004595,CID000104865,C0231218,Feeling unwell
CID000002666,CID000083786,C0008325,cholecystitis
CID000002666,CID000083786,C0004601,back injury
CID000002666,CID000083786,C0008320,cholecystectomies
CID000002666,CID000083786,C0016663,Bone Fracture Spontaneous
CID000002666,CID000083786,C0004604,Back Ache
CID000002666,CID000083786,C0034887,rectal polyp
CID000002666,CID000083786,C0012569,Diplopia
CID000002666,CID000083786,C0038002,enlarged spleen
CID000002666,CID000083786,C0039240,Supraventricular tachycardia
CID000002666,CID000083786,C0267596,haemorrhage rectum
CID000002666,CID000083786,C0020437,Blood Calcium Increased
CID000002666,CID000083786,C0015230,eruption
CID000002666,CID000083786,C0242528,azotaemia
CID000002666,CID000083786,C0009676,confusion
CID000002666,CID000083786,C0042029,Infection Urinary Tract
CID000002666,CID000083786,C0020538,High blood pressure
CID000002666,CID000083786,C0149801,urosepsis
CID000002666,CID000083786,C0392525,Nephrolithiasis
CID000002666,CID000083786,C1136085,monoclonal gammopathy
CID000002666,CID000083786,C0033774,itch
CID000002666,CID000083786,C0231807,Dyspnea exertional
CID000002666,CID000083786,C0042109,hive
CID000002666,CID000083786,C0002871,anaemia
CID000002666,CID000083786,C0003811,Arrhythmia
CID000002666,CID000083786,C0035222,Acute Respiratory Distress Syndrome
CID000002666,CID000083786,C0017160,gastroenteritis
CID000002666,CID000083786,C0008031,chest pain
CID000002666,CID000083786,C0851578,sleep disorder
CID000002666,CID000083786,C0017168,acid reflux
CID000002666,CID000083786,C0019291,hernia hiatal
CID000002666,CID000083786,C0042514,tachycardia ventricular
CID000002666,CID000083786,C0030196,Extremity pain
CID000002666,CID000083786,C0027497,nausea
CID000002666,CID000083786,C0600139,Carcinoma of Prostate
CID000002666,CID000083786,C0011206,acute brain syndrome
CID000002666,CID000083786,C0025323,heavy menstrual period
CID000002666,CID000083786,C0022658,disorder Renal
CID000002666,CID000083786,C0020625,blood sodium decreased
CID000002666,CID000083786,C0020621,hypokalaemia
CID000002666,CID000083786,C0149871,deep vein thromboses
CID000002666,CID000083786,C0006444,bursitis
CID000002666,CID000083786,C0015256,Excoriation
CID000002666,CID000083786,C0037199,Sinusitis
CID000002666,CID000083786,C0002962,angina
CID000002666,CID000083786,C0085614,Atrioventricular block first degree
CID000002666,CID000083786,C0344232,blurred vision
CID000002666,CID000083786,C0085610,sinus bradycardia
CID000002666,CID000083786,C0016204,flatulence
CID000002666,CID000083786,C0085619,orthopnea
CID000002666,CID000083786,C0428977,bradycardia
CID000002666,CID000083786,C0086769,panic attack
CID000002666,CID000083786,C0019112,haemorrhoids
CID000002666,CID000083786,C0013604,edema
CID000002666,CID000083786,C0004238,AFIB
CID000002666,CID000083786,C0020615,hypoglycaemia
CID000002666,CID000083786,C0012833,dizziness
CID000002666,CID000083786,C0004134,Ataxia
CID000002666,CID000083786,C0151436,allergic vasculitis
CID000002666,CID000083786,C0015469,facial palsy
CID000002666,CID000083786,C0020598,Blood calcium decreased
CID000002666,CID000083786,C0159877,ankle fracture
CID000002666,CID000083786,C0085680,hypochloraemia
CID000002666,CID000083786,C0031350,pharyngeal inflammation
CID000002666,CID000083786,C0015672,Fatigue
CID000002666,CID000083786,C0262613,renal mass
CID000002666,CID000083786,C0013221,drug toxicity NOS
CID000002666,CID000083786,C0032290,aspiration pneumonia
CID000002666,CID000083786,C1384666,Decreased hearing
CID000002666,CID000083786,C0023798,lipoma
CID000002666,CID000083786,C0037284,skin lesion
CID000002666,CID000083786,C0006277,bronchitis
CID000002666,CID000083786,C0016199,flank pain
CID000002666,CID000083786,C0017181,gastrointestinal bleed
CID000002666,CID000083786,C0034063,lung edema
CID000002666,CID000083786,C0006840,Candida Infection
CID000002666,CID000083786,C0020443,elevated cholesterol
CID000002666,CID000083786,C0010054,arteriosclerotic heart disease
CID000002666,CID000083786,C0033036,atrial ectopic beats
CID000002666,CID000083786,C0034065,Embolism pulmonary
CID000002666,CID000083786,C0022679,renal cyst
CID000002666,CID000083786,C0022408,arthropathy
CID000002666,CID000083786,C0018989,hemiparesis
CID000002666,CID000083786,C0016167,anal fissure
CID000002666,CID000083786,C0042769,Infection Viral
CID000002666,CID000083786,C0020040,hot flash
CID000002666,CID000083786,C0162529,colitis ischemic
CID000002666,CID000083786,C0042373,angiopathy
CID000002666,CID000083786,C0018099,gout
CID000002666,CID000083786,C0043094,weight gain
CID000002666,CID000083786,C0007642,cellulitis
CID000002666,CID000083786,C0011615,allergic dermatitis
CID000002666,CID000083786,C0009806,constipated
CID000002666,CID000083786,C0878544,Cardiomyopathy
CID000002666,CID000083786,C0006266,bronchial spasm
CID000002666,CID000083786,C0013384,abnormal movements
CID000002666,CID000083786,C0011053,deafness
CID000002666,CID000083786,C0158252,intervertebral disc disorder
CID000002666,CID000083786,C0235329,Small intestinal obstruction
CID000002666,CID000083786,C0018802,Cardiac decompensation
CID000002666,CID000083786,C0038362,mucositis oral
CID000002666,CID000083786,C0235896,lung infiltration
CID000002666,CID000083786,C0041582,ulcer
CID000002666,CID000083786,C0575081,Abnormal Gait
CID000002666,CID000083786,C0012813,diverticulitis
CID000002666,CID000083786,C0023418,Leukaemia
CID000002666,CID000083786,C0022661,Chronic Kidney Disease
CID000002666,CID000083786,C0009938,bruise
CID000002666,CID000083786,C0008767,Scar
CID000002666,CID000083786,C0021400,flu
CID000002666,CID000083786,C0151517,Atrioventricular block complete
CID000002666,CID000083786,C0014549,Convulsions Grand Mal
CID000002666,CID000083786,C0018799,cardiac disease
CID000002666,CID000083786,C0020676,hypothyroid
CID000002666,CID000083786,C0019209,enlarged liver
CID000002666,CID000083786,C0497327,amentia
CID000002666,CID000083786,C0013395,dyspepsia
CID000002666,CID000083786,C0039239,sinus tachycardia
CID000002666,CID000083786,C0026265,mitral valve disease NOS
CID000002666,CID000083786,C0020542,pulmonary hypertension
CID000002666,CID000083786,C0085649,edema extremities
CID000002666,CID000083786,C0014518,Lyell
CID000002666,CID000083786,C0028754,obesity
CID000002666,CID000083786,C0038358,gastric ulcer
CID000002666,CID000083786,C0030312,bone marrow failure
CID000002666,CID000083786,C0151699,haemorrhage intracranial
CID000002666,CID000083786,C0006145,Breast disorder
CID000002666,CID000083786,C0086543,cataract
CID000002666,CID000083786,C0263912,rotator cuff syndrome
CID000002666,CID000083786,C0031039,pericardial effusion
CID000002666,CID000083786,C0023467,Acute myeloblastic leukemia
CID000002666,CID000083786,C0013144,drowsiness
CID000002666,CID000083786,C0318712,gastroenteritis viral
CID000002666,CID000083786,C0013362,dysarthria
CID000002666,CID000083786,C0031154,peritonitis
CID000002666,CID000083786,C0018944,haematoma
CID000002666,CID000083786,C0042487,phlebothrombosis
CID000002666,CID000083786,C0002622,Amnesia
CID000002666,CID000083786,C0005758,bleb
CID000002666,CID000083786,C0009421,coma
CID000002666,CID000083786,C0020550,hyperthyroidism
CID000002666,CID000083786,C0023518,leucocytosis
CID000002666,CID000083786,C0017152,gastric inflammation
CID000002666,CID000083786,C0024141,disseminated lupus erythematosus
CID000002666,CID000083786,C0037315,sleep apnea
CID000002666,CID000083786,C0007787,transient ischaemic attack
CID000002666,CID000083786,C0007785,cerebral infarct
CID000002666,CID000083786,C0007784,cerebral haemorrhage
CID000002666,CID000083786,C0011860,Mod
CID000002666,CID000083786,C0003850,arteriosclerosis
CID000002666,CID000083786,C0003507,aortic stenosis
CID000002666,CID000083786,C0029408,Osteoarthritis
CID000002666,CID000083786,C0007286,carpal tunnel
CID000002666,CID000083786,C0243026,sepsis
CID000002666,CID000083786,C0016658,bone fracture
CID000002666,CID000083786,C0034212,pyoderma
CID000002666,CID000083786,C0042963,emesis
CID000002666,CID000083786,C0026764,Multiple Myeloma
